,uid,video,audio,label,center,pred,posScore
15792,15792,speaker184_0006,speaker184_0003,0,11,0,0.995252902
15793,15793,speaker302_0003,speaker302_0003,1,32,0,0.42724565
15794,15794,speaker139_0013,speaker139_0014,0,148,0,0.9994885495
15795,15795,speaker004_0030,speaker004_0030,0,32,0,0.99922790343
15796,15796,speaker232_0002,speaker261_0000,0,19,0,0.9976598988000001
15797,15797,speaker296_0002,speaker296_0003,0,108,0,0.975115903
15798,15798,speaker242_0002,speaker242_0001,0,12,0,0.998189378
15799,15799,speaker064_0001,speaker064_0001,1,1,1,0.9843564
15800,15800,speaker136_0000,speaker136_0001,0,34,0,0.68122962
15801,15801,speaker112_0001,speaker112_0001,1,69,0,0.23396622
15802,15802,speaker046_0005,speaker046_0005,1,17,1,0.7152406
15803,15803,speaker295_0002,speaker295_0002,1,1,1,0.9932787
15804,15804,speaker057_0021,speaker057_0021,0,29,1,0.21328559999999996
15805,15805,speaker152_0011,speaker152_0011,1,150,1,0.6524803
15806,15806,speaker257_0001,speaker257_0001,1,17,0,0.07385535
15807,15807,speaker212_0011,speaker212_0011,1,63,1,0.99107134
15808,15808,speaker205_0002,speaker068_0010,0,15,0,0.7229026599999999
15809,15809,speaker232_0003,speaker232_0003,0,27,0,0.9990165943
15810,15810,speaker234_0044,speaker234_0039,0,94,0,0.9991566724
15811,15811,speaker193_0004,speaker261_0000,0,18,0,0.94115348
15812,15812,speaker197_0003,speaker197_0003,1,58,0,0.22436614
15813,15813,speaker303_0004,speaker145_0003,0,4,0,0.9990073248
15814,15814,speaker136_0000,speaker136_0000,1,40,1,0.94289815
15815,15815,speaker210_0000,speaker210_0000,1,86,1,0.5511757
15816,15816,speaker004_0051,speaker004_0051,1,133,1,0.70951337
15817,15817,speaker049_0006,speaker049_0006,1,111,0,0.49555552
15818,15818,speaker273_0006,speaker273_0006,1,4,1,0.9905858
15819,15819,speaker040_0004,speaker040_0002,0,141,0,0.6982866
15820,15820,speaker061_0053,speaker061_0053,1,81,1,0.96133614
15821,15821,speaker018_0009,speaker018_0009,1,17,1,0.94829917
15822,15822,speaker049_0000,speaker049_0000,0,51,0,0.9995389999
15823,15823,speaker005_0024,speaker005_0024,0,3,0,0.99920098163
15824,15824,speaker319_0002,speaker319_0003,0,1,0,0.99964892757
15825,15825,speaker264_0001,speaker264_0001,1,22,1,0.9437687
15826,15826,speaker309_0000,speaker309_0000,1,11,0,0.0025758503
15827,15827,speaker016_0009,speaker016_0009,1,155,1,0.6305492
15828,15828,speaker077_0004,speaker077_0005,0,7,1,0.51363894
15829,15829,speaker092_0000,speaker191_0023,0,68,0,0.98952573
15830,15830,speaker118_0000,speaker073_0000,0,45,0,0.8649179
15831,15831,speaker076_0003,speaker076_0003,0,113,0,0.999486285
15832,15832,speaker191_0008,speaker191_0008,1,40,1,0.91484225
15833,15833,speaker298_0007,speaker059_0002,0,63,0,0.99949808297
15834,15834,speaker311_0001,speaker311_0001,0,4,0,0.9994467065
15835,15835,speaker014_0001,speaker014_0001,1,127,1,0.7754131
15836,15836,speaker298_0007,speaker298_0007,0,31,0,0.998884447
15837,15837,speaker212_0005,speaker212_0005,0,114,0,0.92374472
15838,15838,speaker218_0004,speaker302_0001,0,66,0,0.99917922175
15839,15839,speaker134_0003,speaker134_0003,1,42,1,0.92307854
15840,15840,speaker059_0000,speaker059_0004,0,124,0,0.96679743
15841,15841,speaker149_0000,speaker149_0000,1,12,0,0.10208119
15842,15842,speaker249_0000,speaker249_0000,1,8,1,0.9908285
15843,15843,speaker319_0000,speaker095_0000,0,232,0,0.80065623
15844,15844,speaker296_0001,speaker296_0001,0,36,0,0.9992951258
15845,15845,speaker057_0037,speaker057_0037,0,37,0,0.9979529853
15846,15846,speaker094_0005,speaker094_0005,0,3,0,0.999483046
15847,15847,speaker210_0000,speaker210_0000,1,114,1,0.97323173
15848,15848,speaker314_0009,speaker314_0003,0,119,0,0.9992662684
15849,15849,speaker268_0002,speaker328_0005,0,31,0,0.99941073137
15850,15850,speaker188_0004,speaker188_0004,1,31,1,0.9846777
15851,15851,speaker066_0016,speaker263_0000,0,63,1,0.27888256
15852,15852,speaker212_0016,speaker148_0000,0,17,0,0.62430707
15853,15853,speaker068_0004,speaker068_0001,0,13,0,0.60853508
15854,15854,speaker254_0004,speaker254_0004,0,2,0,0.99953002483
15855,15855,speaker134_0004,speaker134_0002,0,30,0,0.98934699
15856,15856,speaker246_0001,speaker246_0001,1,57,0,0.4587605
15857,15857,speaker138_0026,speaker138_0026,0,46,0,0.87570559
15858,15858,speaker074_0024,speaker074_0024,1,29,1,0.92144525
15859,15859,speaker258_0006,speaker145_0000,0,16,0,0.80792207
15860,15860,speaker039_0001,speaker230_0005,0,173,0,0.8921179850000001
15861,15861,speaker316_0008,speaker316_0008,1,38,1,0.8028928
15862,15862,speaker302_0002,speaker302_0002,1,28,1,0.66367203
15863,15863,speaker076_0004,speaker076_0004,1,135,1,0.99256873
15864,15864,speaker268_0002,speaker268_0002,0,25,0,0.9992605042
15865,15865,speaker166_0017,speaker166_0017,1,53,0,0.45535928
15866,15866,speaker295_0002,speaker295_0002,1,42,1,0.9831343
15867,15867,speaker283_0002,speaker283_0002,1,26,0,0.3611818
15868,15868,speaker319_0002,speaker319_0002,0,42,0,0.96220782
15869,15869,speaker056_0004,speaker056_0004,0,105,0,0.86851442
15870,15870,speaker106_0000,speaker106_0000,1,94,0,0.39935958
15871,15871,speaker014_0004,speaker205_0001,0,83,0,0.976722348
15872,15872,speaker090_0000,speaker090_0000,0,116,0,0.52412596
15873,15873,speaker303_0001,speaker303_0001,1,92,1,0.86034524
15874,15874,speaker197_0004,speaker197_0004,1,10,1,0.816011
15875,15875,speaker224_0016,speaker224_0025,0,15,0,0.9986762174
15876,15876,speaker321_0003,speaker321_0003,1,25,1,0.48755902
15877,15877,speaker057_0024,speaker057_0024,0,38,0,0.9989056633
15878,15878,speaker242_0003,speaker242_0003,1,37,1,0.9547773
15879,15879,speaker111_0003,speaker110_0000,0,45,0,0.941341467
15880,15880,speaker040_0009,speaker040_0009,1,61,1,0.90316755
15881,15881,speaker232_0000,speaker232_0000,0,1,0,0.99903375644
15882,15882,speaker056_0009,speaker056_0009,1,8,1,0.99471384
15883,15883,speaker126_0001,speaker069_0002,0,34,0,0.73930278
15884,15884,speaker066_0017,speaker066_0017,0,24,1,0.05078715
15885,15885,speaker062_0004,speaker062_0004,1,36,1,0.9726684
15886,15886,speaker006_0007,speaker006_0007,1,44,0,0.11728193
15887,15887,speaker052_0007,speaker052_0007,1,12,1,0.7138469
15888,15888,speaker212_0021,speaker212_0021,1,65,1,0.7877939
15889,15889,speaker291_0003,speaker191_0003,0,38,0,0.82398967
15890,15890,speaker064_0001,speaker292_0011,0,8,0,0.963844974
15891,15891,speaker268_0002,speaker268_0002,1,39,1,0.9874472
15892,15892,speaker314_0007,speaker314_0007,0,82,1,0.40707266
15893,15893,speaker316_0007,speaker316_0007,1,215,1,0.6881595
15894,15894,speaker224_0001,speaker224_0000,0,151,0,0.99956273264
15895,15895,speaker256_0000,speaker263_0000,0,90,1,0.14725909999999998
15896,15896,speaker116_0000,speaker116_0000,0,20,0,0.9960481827
15897,15897,speaker197_0005,speaker197_0005,0,25,0,0.8981079
15898,15898,speaker039_0006,speaker039_0006,1,88,1,0.6705999
15899,15899,speaker113_0000,speaker113_0000,0,56,0,0.902456716
15900,15900,speaker049_0006,speaker049_0006,1,4,1,0.9775526
15901,15901,speaker090_0000,speaker090_0000,1,34,1,0.57403135
15902,15902,speaker048_0015,speaker048_0015,1,48,1,0.9871006
15903,15903,speaker189_0004,speaker189_0004,1,24,0,0.30333242
15904,15904,speaker048_0030,speaker048_0030,1,22,1,0.95409614
15905,15905,speaker113_0000,speaker113_0000,1,45,0,0.36016166
15906,15906,speaker018_0002,speaker018_0002,1,44,1,0.91737705
15907,15907,speaker328_0005,speaker016_0007,0,29,0,0.9981194705
15908,15908,speaker318_0001,speaker318_0001,1,34,0,0.014477504
15909,15909,speaker191_0031,speaker191_0031,0,143,0,0.68748856
15910,15910,speaker147_0000,speaker147_0001,0,34,0,0.99955570785
15911,15911,speaker005_0038,speaker005_0038,1,59,0,0.40317345
15912,15912,speaker057_0000,speaker039_0005,0,21,0,0.9988409278
15913,15913,speaker164_0000,speaker164_0004,0,2,0,0.99953960394
15914,15914,speaker126_0001,speaker126_0001,1,9,1,0.9622067
15915,15915,speaker055_0029,speaker055_0029,1,22,0,0.33275366
15916,15916,speaker328_0002,speaker328_0002,1,17,1,0.6039184
15917,15917,speaker134_0003,speaker134_0003,1,65,1,0.9840287
15918,15918,speaker106_0000,speaker106_0000,0,250,0,0.99952992698
15919,15919,speaker048_0008,speaker048_0008,1,47,1,0.68191814
15920,15920,speaker272_0001,speaker150_0002,0,56,0,0.9985538505
15921,15921,speaker262_0000,speaker299_0004,0,12,0,0.883268036
15922,15922,speaker242_0000,speaker242_0002,0,32,0,0.998865142
15923,15923,speaker126_0000,speaker319_0003,0,82,0,0.9984595546
15924,15924,speaker005_0036,speaker005_0036,0,14,0,0.9983097077
15925,15925,speaker300_0001,speaker166_0010,0,34,0,0.5486858
15926,15926,speaker306_0002,speaker306_0002,0,163,0,0.972013079
15927,15927,speaker005_0008,speaker163_0006,0,83,0,0.8825618550000001
15928,15928,speaker076_0004,speaker076_0004,1,79,1,0.7569602
15929,15929,speaker299_0001,speaker299_0001,1,58,0,0.1670328
15930,15930,speaker145_0005,speaker145_0005,1,66,1,0.92350906
15931,15931,speaker055_0014,speaker055_0014,0,33,0,0.71559587
15932,15932,speaker055_0014,speaker055_0014,1,6,1,0.97454333
15933,15933,speaker055_0019,speaker055_0019,1,56,1,0.71317685
15934,15934,speaker016_0008,speaker016_0004,0,153,0,0.76951765
15935,15935,speaker163_0006,speaker116_0000,0,96,1,0.41977732999999995
15936,15936,speaker302_0000,speaker302_0000,1,19,0,0.18853793
15937,15937,speaker127_0002,speaker112_0000,0,34,0,0.996856808
15938,15938,speaker018_0014,speaker018_0014,1,60,0,0.24727227
15939,15939,speaker306_0003,speaker306_0003,1,124,1,0.5584391
15940,15940,speaker138_0002,speaker138_0002,1,0,1,0.9880664
15941,15941,speaker102_0000,speaker102_0000,0,52,0,0.69975162
15942,15942,speaker164_0000,speaker164_0000,1,49,1,0.9929619
15943,15943,speaker059_0002,speaker059_0002,1,36,0,0.28674823
15944,15944,speaker185_0000,speaker185_0000,1,61,1,0.62540275
15945,15945,speaker316_0003,speaker316_0003,1,157,1,0.72719985
15946,15946,speaker313_0008,speaker313_0008,1,51,1,0.66140765
15947,15947,speaker227_0002,speaker109_0001,0,33,0,0.8882341
15948,15948,speaker285_0006,speaker285_0006,0,93,0,0.972021256
15949,15949,speaker134_0002,speaker134_0002,0,5,0,0.99966246012
15950,15950,speaker155_0005,speaker155_0005,1,71,1,0.9228772
15951,15951,speaker066_0004,speaker066_0004,1,38,1,0.6405231
15952,15952,speaker152_0007,speaker152_0007,1,26,1,0.94827324
15953,15953,speaker258_0013,speaker258_0013,1,28,1,0.5997245
15954,15954,speaker191_0024,speaker191_0024,1,38,1,0.92477256
15955,15955,speaker270_0010,speaker270_0010,1,21,1,0.6861486
15956,15956,speaker263_0001,speaker061_0034,0,7,0,0.99906919454
15957,15957,speaker300_0000,speaker300_0000,1,93,1,0.8943754
15958,15958,speaker249_0000,speaker249_0000,1,45,1,0.9759048
15959,15959,speaker305_0000,speaker305_0000,0,192,0,0.9984751677
15960,15960,speaker116_0000,speaker116_0000,1,6,1,0.96694756
15961,15961,speaker014_0015,speaker014_0005,0,125,0,0.93110484
15962,15962,speaker228_0001,speaker228_0001,0,40,1,0.09615742999999999
15963,15963,speaker210_0001,speaker210_0002,0,46,0,0.9980660062
15964,15964,speaker224_0031,speaker224_0031,1,88,1,0.6612785
15965,15965,speaker292_0012,speaker292_0012,1,5,1,0.95484
15966,15966,speaker314_0013,speaker314_0013,0,32,0,0.9992589741
15967,15967,speaker018_0000,speaker318_0001,0,16,0,0.9901413275
15968,15968,speaker246_0001,speaker246_0001,1,39,0,0.0063848156
15969,15969,speaker302_0003,speaker302_0004,0,34,0,0.7811188
15970,15970,speaker300_0001,speaker152_0006,0,19,0,0.991931425
15971,15971,speaker073_0000,speaker073_0000,0,21,1,0.17521319999999996
15972,15972,speaker127_0003,speaker127_0003,1,39,1,0.92885685
15973,15973,speaker168_0000,speaker168_0000,0,16,0,0.9987814075
15974,15974,speaker290_0000,speaker290_0000,1,31,1,0.6590494
15975,15975,speaker267_0000,speaker267_0000,1,62,1,0.9604752
15976,15976,speaker285_0001,speaker285_0001,0,33,0,0.954988882
15977,15977,speaker055_0019,speaker055_0019,0,9,0,0.93738081
15978,15978,speaker280_0002,speaker280_0000,0,98,0,0.7417791499999999
15979,15979,speaker155_0005,speaker155_0005,0,138,0,0.89710904
15980,15980,speaker155_0000,speaker155_0000,0,10,0,0.9989591108
15981,15981,speaker095_0000,speaker095_0000,1,92,1,0.94329035
15982,15982,speaker311_0001,speaker311_0001,1,61,1,0.9850209
15983,15983,speaker297_0000,speaker297_0000,0,61,0,0.74221152
15984,15984,speaker028_0009,speaker076_0004,0,39,0,0.963611703
15985,15985,speaker197_0003,speaker197_0003,1,5,1,0.9866092
15986,15986,speaker005_0019,speaker005_0006,0,30,0,0.9990339987
15987,15987,speaker148_0001,speaker148_0000,0,4,0,0.99930943176
15988,15988,speaker189_0000,speaker189_0000,1,57,0,0.056169078
15989,15989,speaker103_0003,speaker155_0005,0,0,0,0.99952601048
15990,15990,speaker061_0040,speaker061_0040,1,8,1,0.9933948
15991,15991,speaker147_0002,speaker147_0002,1,11,0,0.24797608
15992,15992,speaker127_0001,speaker127_0001,1,14,0,0.49500203
15993,15993,speaker310_0010,speaker310_0010,0,43,0,0.9879258545
15994,15994,speaker247_0001,speaker247_0001,0,0,0,0.9994588438
15995,15995,speaker285_0003,speaker285_0003,1,7,1,0.9267796
15996,15996,speaker278_0000,speaker278_0001,0,44,0,0.999106163
15997,15997,speaker127_0000,speaker127_0000,1,23,0,0.1441083
15998,15998,speaker066_0002,speaker066_0002,1,7,1,0.9570095
15999,15999,speaker191_0019,speaker147_0000,0,12,0,0.968821922
16000,16000,speaker268_0002,speaker268_0002,1,15,0,0.06142369
16001,16001,speaker210_0000,speaker210_0000,1,8,1,0.94874644
16002,16002,speaker189_0009,speaker189_0009,1,2,1,0.986186
16003,16003,speaker210_0000,speaker210_0000,1,46,0,0.3823158
16004,16004,speaker139_0006,speaker139_0011,0,72,0,0.9987989014
16005,16005,speaker057_0011,speaker057_0011,1,63,1,0.97883826
16006,16006,speaker309_0005,speaker309_0005,0,49,0,0.6937962
16007,16007,speaker040_0001,speaker040_0001,1,79,1,0.73760617
16008,16008,speaker052_0018,speaker319_0001,0,19,0,0.76410836
16009,16009,speaker106_0001,speaker106_0001,1,41,0,0.42952994
16010,16010,speaker145_0007,speaker189_0005,0,61,0,0.51523653
16011,16011,speaker113_0000,speaker113_0000,1,54,0,0.2996702
16012,16012,speaker212_0002,speaker212_0002,0,121,0,0.91946371
16013,16013,speaker210_0000,speaker210_0000,1,59,0,0.5064334
16014,16014,speaker282_0008,speaker282_0008,0,5,0,0.99959865274
16015,16015,speaker232_0002,speaker311_0000,0,16,0,0.6403137400000001
16016,16016,speaker210_0002,speaker210_0002,1,36,0,0.39654338
16017,16017,speaker198_0000,speaker263_0000,0,16,1,0.22176706999999996
16018,16018,speaker141_0005,speaker141_0005,1,31,1,0.7815697
16019,16019,speaker103_0005,speaker314_0005,0,71,0,0.88707912
16020,16020,speaker159_0000,speaker159_0000,1,16,1,0.83187205
16021,16021,speaker062_0004,speaker270_0011,0,13,0,0.8680789600000001
16022,16022,speaker246_0001,speaker246_0001,1,11,0,0.029919261
16023,16023,speaker028_0000,speaker028_0007,0,11,0,0.964224104
16024,16024,speaker148_0000,speaker148_0000,0,11,0,0.69747362
16025,16025,speaker148_0001,speaker148_0000,0,5,0,0.9995216354
16026,16026,speaker267_0000,speaker267_0000,1,5,1,0.9954707
16027,16027,speaker112_0001,speaker112_0001,0,12,1,0.32394767
16028,16028,speaker139_0008,speaker139_0008,0,47,0,0.6306099000000001
16029,16029,speaker318_0000,speaker318_0000,0,80,1,0.28037389999999995
16030,16030,speaker110_0000,speaker110_0000,0,8,0,0.99955361203
16031,16031,speaker062_0004,speaker227_0003,0,29,1,0.39516795000000005
16032,16032,speaker069_0001,speaker069_0001,0,89,0,0.988054512
16033,16033,speaker247_0003,speaker247_0003,1,52,1,0.8434656
16034,16034,speaker126_0001,speaker126_0001,1,26,1,0.7995557
16035,16035,speaker311_0001,speaker311_0001,1,4,1,0.9787469
16036,16036,speaker174_0010,speaker174_0010,1,42,0,0.3712758
16037,16037,speaker016_0000,speaker016_0000,1,106,1,0.986595
16038,16038,speaker111_0004,speaker111_0004,1,120,0,0.23882994
16039,16039,speaker169_0003,speaker169_0003,1,19,1,0.57454103
16040,16040,speaker141_0003,speaker141_0001,0,24,0,0.9960254123
16041,16041,speaker069_0002,speaker069_0002,0,90,1,0.3319259
16042,16042,speaker144_0001,speaker144_0001,1,34,1,0.8100782
16043,16043,speaker169_0002,speaker169_0002,1,77,1,0.9764038
16044,16044,speaker230_0005,speaker230_0005,0,94,0,0.65457097
16045,16045,speaker102_0000,speaker102_0000,0,38,0,0.9965585114
16046,16046,speaker111_0005,speaker111_0005,1,35,0,0.17788158
16047,16047,speaker204_0002,speaker204_0002,1,13,1,0.9836422
16048,16048,speaker313_0003,speaker313_0003,0,10,0,0.78675614
16049,16049,speaker166_0007,speaker166_0007,1,2,1,0.98762316
16050,16050,speaker102_0000,speaker102_0000,1,59,1,0.7326242
16051,16051,speaker073_0000,speaker073_0000,1,144,1,0.6210674
16052,16052,speaker048_0011,speaker048_0011,1,65,1,0.92991656
16053,16053,speaker126_0001,speaker126_0002,0,19,0,0.81457919
16054,16054,speaker148_0001,speaker148_0001,0,53,0,0.95799536
16055,16055,speaker242_0003,speaker092_0000,0,3,0,0.99964034514
16056,16056,speaker148_0001,speaker148_0001,0,62,0,0.9982447079
16057,16057,speaker201_0011,speaker201_0011,1,34,1,0.88203466
16058,16058,speaker074_0011,speaker074_0011,1,44,1,0.6471604
16059,16059,speaker068_0001,speaker068_0011,0,5,0,0.9994251743
16060,16060,speaker274_0003,speaker274_0004,0,13,1,0.06679990000000002
16061,16061,speaker127_0003,speaker127_0003,0,13,1,0.11783314
16062,16062,speaker272_0002,speaker272_0002,1,7,1,0.99405384
16063,16063,speaker272_0000,speaker263_0001,0,82,0,0.9983558957
16064,16064,speaker077_0003,speaker077_0003,1,16,1,0.6877296
16065,16065,speaker201_0009,speaker201_0009,1,74,0,0.39504352
16066,16066,speaker280_0002,speaker280_0002,0,32,0,0.9983145718
16067,16067,speaker056_0013,speaker056_0013,1,12,1,0.91056263
16068,16068,speaker005_0027,speaker005_0027,0,21,0,0.9973829258
16069,16069,speaker057_0019,speaker055_0019,0,31,0,0.9988460399
16070,16070,speaker310_0005,speaker310_0005,1,31,1,0.9761765
16071,16071,speaker205_0001,speaker205_0002,0,25,0,0.88853011
16072,16072,speaker292_0005,speaker292_0004,0,49,0,0.9965628097
16073,16073,speaker321_0003,speaker321_0003,1,81,1,0.97783065
16074,16074,speaker071_0001,speaker071_0001,1,44,1,0.89647067
16075,16075,speaker246_0000,speaker246_0000,1,31,0,0.051000845
16076,16076,speaker061_0010,speaker061_0010,1,66,0,0.24832508
16077,16077,speaker143_0004,speaker143_0004,1,40,0,0.47439703
16078,16078,speaker298_0007,speaker298_0007,1,28,1,0.49884212
16079,16079,speaker148_0001,speaker148_0001,1,71,1,0.9861133
16080,16080,speaker112_0001,speaker112_0000,0,16,0,0.69152912
16081,16081,speaker246_0001,speaker246_0001,1,118,0,0.08763419
16082,16082,speaker274_0005,speaker274_0005,1,32,1,0.9260748
16083,16083,speaker232_0003,speaker232_0003,1,9,1,0.9762573
16084,16084,speaker298_0003,speaker298_0003,1,30,1,0.72457063
16085,16085,speaker184_0003,speaker184_0003,0,17,1,0.36789405
16086,16086,speaker212_0028,speaker212_0004,0,18,0,0.99905495625
16087,16087,speaker193_0001,speaker193_0001,1,55,1,0.89841765
16088,16088,speaker095_0000,speaker193_0000,0,60,0,0.9986182305
16089,16089,speaker112_0000,speaker112_0001,0,78,1,0.25589150000000005
16090,16090,speaker103_0000,speaker116_0000,0,118,1,0.18845873999999996
16091,16091,speaker069_0000,speaker069_0000,1,35,1,0.84023297
16092,16092,speaker303_0001,speaker303_0001,1,100,1,0.9138461
16093,16093,speaker061_0034,speaker223_0040,0,25,0,0.83128592
16094,16094,speaker278_0001,speaker278_0001,1,31,1,0.8382634
16095,16095,speaker303_0001,speaker303_0002,0,36,1,0.47155696
16096,16096,speaker048_0007,speaker048_0007,1,2,1,0.99169403
16097,16097,speaker319_0002,speaker319_0002,0,10,0,0.985288989
16098,16098,speaker302_0003,speaker110_0000,0,113,0,0.9986383735
16099,16099,speaker048_0009,speaker048_0026,0,68,0,0.60633984
16100,16100,speaker210_0002,speaker174_0009,0,80,0,0.99956544602
16101,16101,speaker138_0026,speaker138_0026,1,29,1,0.9741507
16102,16102,speaker212_0009,speaker149_0000,0,29,0,0.6373910300000001
16103,16103,speaker246_0000,speaker246_0001,0,7,0,0.9989523506
16104,16104,speaker068_0003,speaker068_0003,1,61,1,0.9083014
16105,16105,speaker064_0001,speaker305_0001,0,67,0,0.99917385407
16106,16106,speaker228_0001,speaker228_0001,1,60,0,0.49814156
16107,16107,speaker191_0010,speaker191_0003,0,49,0,0.91650587
16108,16108,speaker242_0002,speaker242_0002,0,9,0,0.99936781556
16109,16109,speaker278_0000,speaker278_0000,1,40,1,0.9296198
16110,16110,speaker174_0005,speaker174_0005,1,50,0,0.4710649
16111,16111,speaker150_0001,speaker150_0000,0,11,0,0.9981815354
16112,16112,speaker311_0000,speaker311_0001,0,142,0,0.99934717553
16113,16113,speaker074_0001,speaker074_0001,1,3,1,0.98166233
16114,16114,speaker152_0010,speaker152_0010,1,33,1,0.7359418
16115,16115,speaker191_0000,speaker298_0002,0,5,1,0.008805040000000042
16116,16116,speaker059_0003,speaker059_0003,1,3,1,0.9845179
16117,16117,speaker005_0018,speaker005_0017,0,32,0,0.979883384
16118,16118,speaker285_0007,speaker285_0005,0,2,0,0.99963917545
16119,16119,speaker163_0002,speaker163_0002,0,61,0,0.75142696
16120,16120,speaker095_0000,speaker258_0014,0,98,0,0.76102933
16121,16121,speaker144_0000,speaker144_0000,1,54,1,0.63218856
16122,16122,speaker234_0008,speaker234_0008,1,35,1,0.96647775
16123,16123,speaker210_0000,speaker210_0000,1,65,1,0.61429715
16124,16124,speaker212_0008,speaker212_0008,1,35,1,0.9768101
16125,16125,speaker028_0007,speaker028_0007,1,91,0,0.33212844
16126,16126,speaker285_0007,speaker285_0007,1,3,1,0.9728754
16127,16127,speaker208_0022,speaker208_0022,1,7,1,0.9908233
16128,16128,speaker048_0002,speaker048_0002,1,29,1,0.7144262
16129,16129,speaker168_0001,speaker168_0002,0,23,1,0.2781291
16130,16130,speaker254_0002,speaker254_0002,0,76,0,0.85960856
16131,16131,speaker314_0002,speaker314_0002,1,11,1,0.83207875
16132,16132,speaker270_0002,speaker270_0002,1,152,1,0.96159965
16133,16133,speaker283_0003,speaker283_0003,1,11,0,0.31361774
16134,16134,speaker283_0003,speaker283_0001,0,16,0,0.4938665
16135,16135,speaker278_0000,speaker278_0000,1,45,1,0.9403644
16136,16136,speaker290_0001,speaker290_0001,1,107,1,0.9895472
16137,16137,speaker318_0000,speaker318_0000,1,90,1,0.6654345
16138,16138,speaker039_0005,speaker039_0002,0,37,0,0.99945905607
16139,16139,speaker205_0000,speaker205_0001,0,36,0,0.77218342
16140,16140,speaker218_0007,speaker218_0007,1,49,1,0.9289432
16141,16141,speaker152_0007,speaker152_0007,0,13,0,0.9990491136
16142,16142,speaker311_0000,speaker159_0000,0,115,0,0.984308187
16143,16143,speaker152_0001,speaker152_0001,1,57,1,0.97565246
16144,16144,speaker006_0008,speaker006_0008,0,26,0,0.9984243732
16145,16145,speaker163_0004,speaker163_0002,0,87,1,0.03990090000000002
16146,16146,speaker016_0007,speaker016_0007,1,32,0,0.46604338
16147,16147,speaker110_0000,speaker296_0001,0,10,0,0.92520063
16148,16148,speaker006_0007,speaker006_0013,0,4,0,0.9993757105
16149,16149,speaker246_0001,speaker246_0001,0,38,0,0.96449928
16150,16150,speaker280_0001,speaker280_0001,1,9,0,0.3717642
16151,16151,speaker148_0000,speaker148_0000,1,26,0,0.37273368
16152,16152,speaker291_0002,speaker299_0000,0,27,0,0.984426854
16153,16153,speaker207_0001,speaker207_0001,1,17,1,0.8551764
16154,16154,speaker313_0001,speaker313_0001,1,20,1,0.79677147
16155,16155,speaker278_0000,speaker278_0001,0,55,0,0.88305135
16156,16156,speaker306_0002,speaker306_0002,0,135,0,0.72036615
16157,16157,speaker290_0001,speaker290_0001,1,41,1,0.70962864
16158,16158,speaker274_0014,speaker274_0014,1,24,1,0.9920422
16159,16159,speaker077_0005,speaker306_0003,0,9,0,0.99186448
16160,16160,speaker310_0007,speaker310_0007,1,67,0,0.49854708
16161,16161,speaker110_0000,speaker110_0000,1,13,0,0.038518436
16162,16162,speaker006_0002,speaker273_0008,0,46,1,0.03294240000000004
16163,16163,speaker047_0010,speaker047_0010,1,15,1,0.9786201
16164,16164,speaker295_0001,speaker295_0001,0,31,0,0.80755001
16165,16165,speaker274_0005,speaker274_0005,1,51,1,0.98269963
16166,16166,speaker282_0013,speaker273_0007,0,10,0,0.8052706000000001
16167,16167,speaker230_0005,speaker230_0005,1,100,1,0.5330481
16168,16168,speaker147_0002,speaker261_0000,0,64,0,0.994367024
16169,16169,speaker234_0028,speaker234_0036,0,120,0,0.588673
16170,16170,speaker174_0009,speaker174_0009,1,69,1,0.93037796
16171,16171,speaker196_0001,speaker196_0000,0,39,0,0.9983810481
16172,16172,speaker048_0029,speaker048_0029,1,0,1,0.98618156
16173,16173,speaker299_0005,speaker299_0005,1,77,0,0.039890625
16174,16174,speaker285_0007,speaker285_0007,1,75,1,0.9461619
16175,16175,speaker263_0001,speaker263_0001,0,2,0,0.9995645223
16176,16176,speaker069_0003,speaker018_0017,0,16,0,0.91796804
16177,16177,speaker247_0006,speaker247_0006,1,56,1,0.8585038
16178,16178,speaker201_0001,speaker201_0001,1,35,0,0.12776464
16179,16179,speaker103_0003,speaker103_0003,1,37,0,0.03359876
16180,16180,speaker141_0003,speaker141_0003,1,22,1,0.5675527
16181,16181,speaker048_0012,speaker048_0012,1,5,1,0.9893968
16182,16182,speaker144_0002,speaker144_0002,1,78,1,0.94162214
16183,16183,speaker242_0000,speaker242_0001,0,29,0,0.63830635
16184,16184,speaker073_0000,speaker073_0000,1,145,1,0.656768
16185,16185,speaker299_0003,speaker299_0004,0,30,0,0.968814725
16186,16186,speaker232_0000,speaker232_0000,1,111,1,0.892554
16187,16187,speaker061_0076,speaker061_0076,1,49,1,0.95190614
16188,16188,speaker094_0002,speaker094_0002,1,85,0,0.0766766
16189,16189,speaker199_0003,speaker199_0003,1,13,0,0.16804942
16190,16190,speaker076_0004,speaker076_0004,0,102,0,0.7583254
16191,16191,speaker126_0002,speaker126_0002,1,37,1,0.73042303
16192,16192,speaker328_0003,speaker328_0003,1,95,1,0.8711515
16193,16193,speaker188_0008,speaker188_0005,0,240,0,0.89960707
16194,16194,speaker189_0006,speaker189_0006,0,10,0,0.9991103232
16195,16195,speaker242_0000,speaker242_0003,0,20,0,0.91389279
16196,16196,speaker046_0002,speaker155_0004,0,19,1,0.09186079999999996
16197,16197,speaker052_0028,speaker052_0028,1,123,0,0.14871648
